,State,County,GroceryStores,SupercentersClubStores,ConvenienceStores,SpecializedFoodStores,FastFoodRestaurants,FullServiceRestaurants
626,IL,Grundy,6,1,20,2,31,28
627,IL,Hamilton,2,0,3,2,5,6
628,IL,Hancock,6,0,13,1,8,10
629,IL,Hardin,1,0,2,0,1,8
630,IL,Henderson,2,0,5,0,1,4
631,IL,Henry,13,1,32,4,23,38
632,IL,Iroquois,8,0,15,0,21,24
633,IL,Jackson,12,1,25,2,40,61
634,IL,Jasper,1,0,5,0,5,6
635,IL,Jefferson,5,1,17,2,25,28
636,IL,Jersey,4,1,7,2,13,15
637,IL,Jo Daviess,7,1,14,1,12,39
638,IL,Johnson,2,0,8,1,3,6
639,IL,Kane,77,7,123,34,327,287
640,IL,Kankakee,22,2,45,9,78,63
641,IL,Kendall,13,3,18,6,53,50
642,IL,Knox,9,1,17,4,37,41
643,IL,Lake,120,9,194,58,535,464
644,IL,LaSalle,24,2,54,10,75,116
645,IL,Lawrence,3,0,6,0,5,11
646,IL,Lee,6,1,18,1,21,32
647,IL,Livingston,11,1,22,2,22,31
648,IL,Logan,6,1,10,2,17,26
649,IL,McDonough,5,1,15,0,30,37
650,IL,McHenry,43,8,82,20,183,200
651,IL,McLean,28,4,70,14,99,125
652,IL,Macon,13,3,45,8,69,73
653,IL,Macoupin,10,1,27,1,20,28
654,IL,Madison,40,3,119,25,184,174
655,IL,Marion,5,1,18,0,28,23
656,IL,Marshall,3,0,11,2,5,11
657,IL,Mason,5,0,8,0,10,12
658,IL,Massac,3,0,6,1,7,10
659,IL,Menard,2,0,6,1,3,9
660,IL,Mercer,2,0,8,1,5,9
661,IL,Monroe,4,1,12,1,20,24
662,IL,Montgomery,5,1,28,2,22,27
663,IL,Morgan,5,0,19,3,25,22
664,IL,Moultrie,2,0,6,3,5,9
665,IL,Ogle,8,0,29,1,26,46
666,IL,Peoria,41,2,66,17,124,158
667,IL,Perry,4,1,9,0,7,15
668,IL,Piatt,4,0,8,1,7,13
669,IL,Pike,5,0,11,1,8,14
670,IL,Pope,1,0,3,0,0,4
671,IL,Pulaski,5,0,4,0,1,3
672,IL,Putnam,2,0,5,0,0,10
673,IL,Randolph,8,1,17,1,17,24
674,IL,Richland,3,1,4,0,14,14
675,IL,Rock Island,23,2,53,9,114,111
676,IL,St. Clair,39,2,112,27,165,164
677,IL,Saline,8,0,15,0,21,18
678,IL,Sangamon,25,4,65,19,155,163
679,IL,Schuyler,1,0,3,0,4,5
680,IL,Scott,2,0,3,0,3,4
681,IL,Shelby,5,1,13,1,6,19
682,IL,Stark,2,0,3,0,0,4
683,IL,Stephenson,10,0,22,5,26,32
684,IL,Tazewell,14,4,54,9,92,99
685,IL,Union,4,1,11,2,8,9
686,IL,Vermilion,13,1,36,2,40,46
687,IL,Wabash,2,0,5,0,7,5
688,IL,Warren,6,0,6,1,10,13
689,IL,Washington,8,0,8,0,8,9
690,IL,Wayne,3,1,9,3,6,11
691,IL,White,6,1,10,0,6,10
692,IL,Whiteside,9,1,23,7,30,50
693,IL,Will,86,10,162,38,438,317
694,IL,Williamson,16,2,31,4,41,46
695,IL,Winnebago,55,5,112,24,202,201
696,IL,Woodford,9,0,12,2,14,27
697,IN,Adams,6,1,13,3,12,22
698,IN,Allen,45,9,112,23,216,244
699,IN,Bartholomew,18,3,28,5,59,53
700,IN,Benton,2,0,4,0,4,3
701,IN,Blackford,6,0,7,0,5,8
702,IN,Boone,8,0,16,1,28,42
703,IN,Brown,3,0,10,3,3,12
704,IN,Carroll,5,0,5,2,11,12
705,IN,Cass,8,0,13,1,29,20
706,IN,Clark,18,3,39,5,71,80
707,IN,Clay,5,0,11,2,16,16
708,IN,Clinton,8,1,15,3,22,16
709,IN,Crawford,2,0,11,0,3,12
710,IN,Daviess,6,1,6,1,22,16
711,IN,Dearborn,6,1,19,1,19,36
712,IN,Decatur,7,1,10,3,18,19
713,IN,DeKalb,8,1,18,2,24,35
714,IN,Delaware,13,3,56,7,74,72
715,IN,Dubois,11,1,17,5,32,40
716,IN,Elkhart,36,5,62,12,121,134
717,IN,Fayette,5,0,12,0,23,6
718,IN,Floyd,12,2,28,3,58,34
719,IN,Fountain,4,0,9,1,10,16
720,IN,Franklin,11,0,7,1,15,15
721,IN,Fulton,6,0,5,0,13,25
722,IN,Gibson,6,0,12,2,24,22
723,IN,Grant,11,2,51,1,52,46
724,IN,Greene,7,1,19,0,20,21
725,IN,Hamilton,35,6,58,12,176,178
726,IN,Hancock,4,1,19,1,39,36
727,IN,Harrison,4,1,13,1,19,13
728,IN,Hendricks,10,7,41,4,101,98
729,IN,Henry,9,1,21,0,24,22
730,IN,Howard,11,3,43,8,74,55
731,IN,Huntington,6,1,20,2,25,31
732,IN,Jackson,10,1,20,3,34,24
733,IN,Jasper,7,0,14,2,20,23
734,IN,Jay,3,1,8,2,8,19
735,IN,Jefferson,8,1,11,1,20,28
736,IN,Jennings,2,0,12,1,12,13
737,IN,Johnson,11,5,45,13,117,97
738,IN,Knox,6,1,21,5,22,29
739,IN,Kosciusko,13,1,29,4,42,58
740,IN,LaGrange,6,0,13,9,7,25
741,IN,Lake,78,5,199,28,367,296
742,IN,LaPorte,23,1,54,6,79,90
743,IN,Lawrence,9,1,25,3,31,19
744,IN,Madison,22,2,47,5,71,86
745,IN,Marion,143,21,307,57,743,600
746,IN,Marshall,11,1,21,1,39,29
747,IN,Martin,3,0,5,0,8,8
748,IN,Miami,7,0,16,1,19,18
749,IN,Monroe,22,2,43,5,94,115
750,IN,Montgomery,8,1,18,2,24,28
751,IN,Morgan,10,1,28,2,31,28
752,IN,Newton,4,0,10,2,9,10
753,IN,Noble,8,1,16,1,29,36
754,IN,Ohio,1,0,3,0,0,3
755,IN,Orange,5,1,12,0,12,11
756,IN,Owen,2,0,5,1,6,8
757,IN,Parke,2,0,8,0,3,10
758,IN,Perry,4,1,8,0,14,8
759,IN,Pike,5,0,7,0,4,5
760,IN,Porter,14,3,50,7,99,103
761,IN,Posey,4,0,14,0,9,23
762,IN,Pulaski,4,0,6,0,9,11
763,IN,Putnam,3,1,13,1,24,15
764,IN,Randolph,4,1,11,1,5,30
765,IN,Ripley,9,0,14,3,13,16
766,IN,Rush,4,0,11,0,11,12
767,IN,St. Joseph,40,8,86,19,174,196
768,IN,Scott,5,1,11,1,17,7
769,IN,Shelby,8,1,17,1,18,29
770,IN,Spencer,5,0,16,0,4,6
771,IN,Starke,7,0,9,1,9,11
772,IN,Steuben,6,2,20,6,26,50
773,IN,Sullivan,4,0,9,1,9,10
774,IN,Switzerland,2,0,3,0,3,8
775,IN,Tippecanoe,22,6,45,8,123,124
776,IN,Tipton,1,0,8,1,9,7
777,IN,Union,1,0,3,0,5,2
778,IN,Vanderburgh,35,3,66,13,147,139
779,IN,Vermillion,5,0,9,2,11,10
780,IN,Vigo,17,4,52,5,86,86
781,IN,Wabash,5,0,19,1,21,16
782,IN,Warren,2,0,5,0,1,5
783,IN,Warrick,10,2,17,2,23,28
784,IN,Washington,6,0,13,0,11,12
785,IN,Wayne,10,2,31,5,47,51
786,IN,Wells,3,1,9,1,18,14
787,IN,White,4,1,15,1,16,27
788,IN,Whitley,6,1,16,2,19,21
789,IA,Adair,3,0,7,0,4,5
790,IA,Adams,1,0,3,0,3,2
791,IA,Allamakee,6,0,5,2,3,18
792,IA,Appanoose,7,0,10,2,8,11
793,IA,Audubon,2,0,3,0,0,4
794,IA,Benton,4,0,14,1,5,9
795,IA,Black Hawk,22,4,54,11,78,104
796,IA,Boone,4,0,11,0,7,16
797,IA,Bremer,5,1,11,1,10,20
798,IA,Buchanan,4,1,13,1,7,16
799,IA,Buena Vista,4,1,12,3,10,17
800,IA,Butler,6,0,10,2,1,14
801,IA,Calhoun,3,0,8,0,6,7
802,IA,Carroll,7,0,11,4,18,22
803,IA,Cass,6,1,9,2,9,14
804,IA,Cedar,5,0,14,0,11,12
805,IA,Cerro Gordo,10,2,22,4,38,46
806,IA,Cherokee,3,0,11,0,8,11
807,IA,Chickasaw,5,0,9,0,3,12
808,IA,Clarke,3,1,6,0,6,5
809,IA,Clay,3,1,10,3,19,16
810,IA,Clayton,4,0,14,1,10,21
811,IA,Clinton,7,1,29,2,26,34
812,IA,Crawford,4,0,14,1,7,11
813,IA,Dallas,7,2,46,4,33,44
814,IA,Davis,1,0,5,1,2,8
815,IA,Decatur,2,0,4,0,4,5
816,IA,Delaware,4,0,9,0,7,17
817,IA,Des Moines,5,1,23,3,32,30
818,IA,Dickinson,5,1,13,2,16,30
819,IA,Dubuque,12,2,49,7,74,83
820,IA,Emmet,3,0,5,0,5,8
821,IA,Fayette,3,0,12,2,8,19
822,IA,Floyd,2,0,12,0,8,17
823,IA,Franklin,1,0,7,0,3,6
824,IA,Fremont,4,0,4,0,4,9
825,IA,Greene,1,0,8,0,4,10
826,IA,Grundy,4,0,7,1,1,12
827,IA,Guthrie,3,0,10,0,7,7
828,IA,Hamilton,4,0,10,1,3,13
829,IA,Hancock,4,0,8,0,4,9
830,IA,Hardin,6,0,14,0,2,15
831,IA,Harrison,4,0,15,1,9,9
832,IA,Henry,4,1,12,0,11,17
833,IA,Howard,4,0,6,1,2,11
834,IA,Humboldt,3,0,7,1,6,11
835,IA,Ida,2,0,6,0,3,10
836,IA,Iowa,4,0,12,2,9,14
837,IA,Jackson,4,1,14,2,8,23
838,IA,Jasper,6,1,23,0,27,17
839,IA,Jefferson,3,0,8,0,11,11
840,IA,Johnson,22,1,43,5,77,127
841,IA,Jones,5,1,12,1,7,16
842,IA,Keokuk,4,0,10,0,3,4
843,IA,Kossuth,7,0,11,1,9,15
844,IA,Lee,7,1,19,3,18,41
845,IA,Linn,26,6,75,14,158,159
846,IA,Louisa,4,0,6,0,5,8
847,IA,Lucas,1,0,6,0,3,6
848,IA,Lyon,7,0,10,0,4,9
849,IA,Madison,2,0,8,0,6,9
850,IA,Mahaska,3,1,13,3,10,8
851,IA,Marion,6,2,17,6,20,14
852,IA,Marshall,8,1,22,4,22,24
853,IA,Mills,3,0,8,0,3,7
854,IA,Mitchell,5,0,8,1,4,8
855,IA,Monona,2,0,8,0,6,7
856,IA,Monroe,2,0,8,0,5,7
857,IA,Montgomery,3,0,6,0,11,10
858,IA,Muscatine,12,1,21,3,29,28
859,IA,O'Brien,7,0,13,1,13,9
860,IA,Osceola,2,0,2,1,2,7
861,IA,Page,4,0,9,1,9,14
862,IA,Palo Alto,3,0,7,0,7,15
863,IA,Plymouth,5,1,9,1,15,19
864,IA,Pocahontas,4,0,6,0,2,5
865,IA,Polk,61,8,154,24,317,344
866,IA,Pottawattamie,13,2,49,6,61,44
867,IA,Poweshiek,5,1,15,1,13,19
868,IA,Ringgold,2,0,6,0,2,4
869,IA,Sac,5,0,10,0,3,14
870,IA,Scott,26,4,76,10,126,127
871,IA,Shelby,3,0,12,1,8,9
872,IA,Sioux,9,1,21,4,25,26
873,IA,Story,10,2,32,5,62,69
874,IA,Tama,4,0,13,2,8,12
875,IA,Taylor,2,0,5,0,4,4
876,IA,Union,2,1,9,0,6,12
877,IA,Van Buren,6,0,7,0,2,6
878,IA,Wapello,7,1,22,0,30,22
879,IA,Warren,5,1,22,4,19,20
880,IA,Washington,4,0,14,1,7,16
881,IA,Wayne,3,0,6,0,2,6
882,IA,Webster,6,1,23,3,27,20
883,IA,Winnebago,3,0,6,0,5,11
884,IA,Winneshiek,5,1,11,1,6,22
885,IA,Woodbury,20,3,49,9,92,83
886,IA,Worth,2,0,5,0,3,5
887,IA,Wright,5,0,13,2,7,13
888,KS,Allen,3,1,6,1,7,15
889,KS,Anderson,3,0,6,0,3,12
890,KS,Atchison,4,1,8,0,10,11
891,KS,Barber,5,0,5,0,3,8
892,KS,Barton,4,1,10,3,14,28
893,KS,Bourbon,2,1,6,0,12,10
894,KS,Brown,2,1,2,0,7,11
895,KS,Butler,8,1,21,5,43,37
896,KS,Chase,1,0,2,0,0,4
897,KS,Chautauqua,1,0,3,0,1,10
898,KS,Cherokee,3,0,10,1,9,13
899,KS,Cheyenne,4,0,1,1,0,3
900,KS,Clark,2,0,1,0,1,3
901,KS,Clay,1,0,5,1,3,11
902,KS,Cloud,2,1,6,1,6,11
903,KS,Coffey,3,0,7,0,7,6
904,KS,Comanche,2,0,1,0,0,4
905,KS,Cowley,4,2,16,1,17,31
906,KS,Crawford,5,1,20,4,20,32
907,KS,Decatur,1,0,0,0,1,2
908,KS,Dickinson,4,0,11,2,11,14
909,KS,Doniphan,6,0,4,0,1,5
910,KS,Douglas,17,3,34,5,92,86
911,KS,Edwards,1,0,0,1,0,4
912,KS,Elk,0,0,3,0,2,2
913,KS,Ellis,4,1,18,5,28,22
914,KS,Ellsworth,0,0,6,0,2,7
915,KS,Finney,5,2,10,5,22,19
916,KS,Ford,5,1,12,1,13,25
917,KS,Franklin,2,1,14,1,16,16
918,KS,Geary,3,1,13,2,19,17
919,KS,Gove,3,0,2,0,3,3
920,KS,Graham,1,0,3,1,1,2
921,KS,Grant,2,0,2,1,4,10
922,KS,Gray,2,0,2,1,1,3
923,KS,Greeley,1,0,0,0,1,1
924,KS,Greenwood,5,0,4,0,2,6
925,KS,Hamilton,1,0,1,0,0,3
926,KS,Harper,3,0,3,1,4,5
927,KS,Harvey,7,1,12,3,24,19
928,KS,Haskell,1,0,3,0,0,5
929,KS,Hodgeman,1,0,1,0,1,2
930,KS,Jackson,3,0,4,1,6,10
931,KS,Jefferson,5,0,11,2,5,8
932,KS,Jewell,2,0,1,0,0,6
933,KS,Johnson,64,13,116,43,384,386
934,KS,Kearny,1,0,2,0,1,3
935,KS,Kingman,1,0,2,0,4,3
936,KS,Kiowa,0,0,1,1,1,3
937,KS,Labette,5,1,15,0,6,14
938,KS,Lane,1,0,2,0,0,0
939,KS,Leavenworth,6,0,19,3,35,27
940,KS,Lincoln,1,0,4,0,0,5
941,KS,Linn,3,0,8,0,3,4
942,KS,Logan,1,0,2,0,0,5
943,KS,Lyon,6,1,14,4,21,29
944,KS,McPherson,6,1,11,3,13,22
945,KS,Marion,6,0,6,0,5,12
946,KS,Marshall,5,1,8,1,6,13
947,KS,Meade,2,0,4,0,1,3
948,KS,Miami,3,1,14,2,19,23
949,KS,Mitchell,3,0,5,1,6,6
950,KS,Montgomery,4,1,20,3,22,30
951,KS,Morris,2,0,2,1,4,7
952,KS,Morton,1,0,4,0,1,3
953,KS,Nemaha,8,0,4,1,2,12
954,KS,Neosho,6,1,9,0,5,14
955,KS,Ness,2,0,1,0,2,5
956,KS,Norton,3,0,4,0,4,4
957,KS,Osage,3,0,12,0,5,12
958,KS,Osborne,3,0,3,0,1,7
959,KS,Ottawa,1,0,2,0,1,2
960,KS,Pawnee,2,0,2,1,4,4
961,KS,Phillips,3,0,2,0,5,4
962,KS,Pottawatomie,6,0,9,3,9,14
963,KS,Pratt,4,1,4,0,9,7
964,KS,Rawlins,2,0,2,0,0,3
965,KS,Reno,12,1,28,7,52,40
966,KS,Republic,2,0,4,0,3,2
967,KS,Rice,4,0,4,0,7,6
968,KS,Riley,5,1,26,4,48,47
969,KS,Rooks,3,0,3,0,4,7
970,KS,Rush,0,0,2,0,1,2
971,KS,Russell,3,0,4,0,4,8
972,KS,Saline,6,2,26,4,49,30
973,KS,Scott,2,0,1,0,4,4
974,KS,Sedgwick,56,11,122,33,400,329
975,KS,Seward,2,1,4,0,14,16
976,KS,Shawnee,31,4,66,9,139,112
977,KS,Sheridan,1,0,3,0,1,2
978,KS,Sherman,0,1,2,1,7,7
979,KS,Smith,3,0,3,0,1,4
980,KS,Stafford,2,0,2,0,1,5
981,KS,Stanton,1,0,1,0,1,3
982,KS,Stevens,1,0,2,0,4,8
983,KS,Sumner,6,1,6,1,14,12
984,KS,Thomas,2,1,3,0,8,8
985,KS,Trego,0,0,5,0,3,3
986,KS,Wabaunsee,1,0,4,0,1,8
987,KS,Wallace,1,0,1,0,0,1
988,KS,Washington,6,0,6,1,2,9
989,KS,Wichita,1,0,1,0,1,2
990,KS,Wilson,2,0,9,0,6,13
991,KS,Woodson,2,0,3,0,1,3
992,KS,Wyandotte,20,1,52,14,97,93
993,KY,Adair,3,0,11,0,9,10
994,KY,Allen,4,0,9,0,7,6
995,KY,Anderson,1,1,13,0,13,7
996,KY,Ballard,2,0,7,0,1,5
997,KY,Barren,11,1,29,1,39,26
998,KY,Bath,7,0,9,0,4,2
999,KY,Bell,12,1,6,2,25,11
1000,KY,Boone,17,4,45,6,101,100
1001,KY,Bourbon,3,1,13,0,16,7
1002,KY,Boyd,9,2,35,4,49,29
1003,KY,Boyle,7,1,13,1,22,21
1004,KY,Bracken,2,0,5,0,2,8
1005,KY,Breathitt,5,0,8,0,8,4
1006,KY,Breckinridge,5,0,14,0,3,10
1007,KY,Bullitt,7,0,35,0,42,18
1008,KY,Butler,5,0,8,0,6,5
1009,KY,Caldwell,6,0,9,0,8,13
1010,KY,Calloway,3,1,17,1,27,38
1011,KY,Campbell,17,1,43,5,60,78
1012,KY,Carlisle,1,0,3,0,0,2
1013,KY,Carroll,3,1,9,0,12,7
1014,KY,Carter,10,0,19,0,19,11
1015,KY,Casey,8,0,13,1,4,7
1016,KY,Christian,15,2,18,0,45,41
1017,KY,Clark,8,1,22,2,29,22
1018,KY,Clay,3,0,14,0,9,5
1019,KY,Clinton,3,0,8,0,5,5
1020,KY,Crittenden,2,0,3,0,5,5
1021,KY,Cumberland,2,0,5,0,2,4
1022,KY,Daviess,14,3,63,5,74,64
1023,KY,Edmonson,3,0,9,0,2,10
1024,KY,Elliott,1,0,1,0,3,1
1025,KY,Estill,4,0,6,0,7,5
1026,KY,Fayette,50,6,115,16,258,258
1027,KY,Fleming,7,0,12,0,3,2
1028,KY,Floyd,19,0,25,1,22,13
1029,KY,Franklin,6,1,31,6,39,33
1030,KY,Fulton,3,0,4,0,4,7
1031,KY,Gallatin,2,0,10,1,3,3
1032,KY,Garrard,1,0,7,0,6,6
1033,KY,Grant,2,1,21,1,15,14
1034,KY,Graves,5,1,18,1,18,26
1035,KY,Grayson,6,1,29,0,12,6
1036,KY,Green,2,0,6,2,4,6
1037,KY,Greenup,6,0,20,2,17,10
1038,KY,Hancock,0,0,5,0,3,5
1039,KY,Hardin,15,3,51,3,75,56
1040,KY,Harlan,9,0,12,0,16,8
1041,KY,Harrison,4,1,8,0,13,9
1042,KY,Hart,5,0,14,0,5,12
1043,KY,Henderson,8,1,27,1,34,29
1044,KY,Henry,2,0,10,0,4,4
1045,KY,Hickman,2,1,4,0,1,1
1046,KY,Hopkins,10,1,26,1,25,27
1047,KY,Jackson,2,0,14,0,3,3
1048,KY,Jefferson,134,14,250,50,614,501
1049,KY,Jessamine,5,1,20,3,25,24
1050,KY,Johnson,2,1,16,0,17,13
1051,KY,Kenton,25,1,70,16,72,107
1052,KY,Knott,4,0,8,0,3,1
1053,KY,Knox,8,0,10,2,22,14
1054,KY,Larue,4,0,6,0,7,4
1055,KY,Laurel,13,2,43,0,39,30
1056,KY,Lawrence,4,1,13,0,7,4
1057,KY,Lee,1,0,5,0,3,1
1058,KY,Leslie,4,0,5,0,3,1
1059,KY,Letcher,7,0,8,0,19,5
1060,KY,Lewis,6,0,11,0,3,3
1061,KY,Lincoln,8,1,12,0,9,6
1062,KY,Livingston,4,0,7,1,4,4
1063,KY,Logan,5,1,12,0,13,15
1064,KY,Lyon,1,0,3,0,4,8
1065,KY,McCracken,9,3,36,5,76,67
1066,KY,McCreary,6,0,15,0,9,4
1067,KY,McLean,3,0,7,0,6,7
1068,KY,Madison,9,2,53,2,58,40
1069,KY,Magoffin,2,0,10,0,5,2
1070,KY,Marion,3,1,13,0,13,11
1071,KY,Marshall,8,1,12,0,20,27
1072,KY,Martin,3,0,20,0,8,4
1073,KY,Mason,7,1,14,1,15,15
1074,KY,Meade,4,0,18,0,9,9
1075,KY,Menifee,2,0,4,0,1,0
1076,KY,Mercer,5,1,9,0,11,11
1077,KY,Metcalfe,2,0,6,0,3,5
1078,KY,Monroe,4,1,5,1,8,8
1079,KY,Montgomery,7,1,14,1,19,11
1080,KY,Morgan,5,0,10,2,7,3
1081,KY,Muhlenberg,6,1,16,1,22,16
1082,KY,Nelson,4,1,30,3,24,21
1083,KY,Nicholas,3,0,3,0,0,5
1084,KY,Ohio,2,1,14,0,12,11
1085,KY,Oldham,4,1,21,2,26,18
1086,KY,Owen,3,0,5,0,5,4
1087,KY,Owsley,1,0,3,0,1,1
1088,KY,Pendleton,2,0,2,0,3,4
1089,KY,Perry,9,1,25,0,24,14
1090,KY,Pike,20,2,37,2,44,27
1091,KY,Powell,3,0,14,0,10,4
1092,KY,Pulaski,17,1,29,3,39,36
1093,KY,Robertson,1,0,0,0,1,1
1094,KY,Rockcastle,3,0,7,2,7,10
1095,KY,Rowan,7,0,18,0,19,10
1096,KY,Russell,4,0,18,1,11,13
1097,KY,Scott,4,1,18,2,30,28
1098,KY,Shelby,7,1,18,2,25,15
1099,KY,Simpson,4,1,6,0,20,15
1100,KY,Spencer,2,0,4,0,8,1
1101,KY,Taylor,7,1,16,1,20,12
1102,KY,Todd,4,0,7,1,5,3
1103,KY,Trigg,4,0,5,0,9,9
1104,KY,Trimble,1,0,3,1,1,2
1105,KY,Union,5,1,11,0,10,10
1106,KY,Warren,20,3,41,2,78,79
1107,KY,Washington,5,0,5,0,8,5
1108,KY,Wayne,6,1,11,2,15,7
1109,KY,Webster,7,0,14,0,8,5
1110,KY,Whitley,11,1,20,1,29,14
1111,KY,Wolfe,3,0,5,0,2,2
1112,KY,Woodford,4,0,10,0,10,18
1113,LA,Acadia,23,1,39,5,29,17
1114,LA,Allen,3,1,10,1,9,7
1115,LA,Ascension,21,3,50,6,66,46
1116,LA,Assumption,5,0,15,3,5,1
1117,LA,Avoyelles,14,1,32,7,22,11
1118,LA,Beauregard,3,1,21,2,17,9
1119,LA,Bienville,2,0,16,0,10,7
1120,LA,Bossier,18,1,55,7,90,74
1121,LA,Caddo,32,6,149,11,184,134
1122,LA,Calcasieu,31,5,121,11,136,82
1123,LA,Caldwell,7,0,7,0,5,4
1124,LA,Cameron,4,0,5,0,0,0
1125,LA,Catahoula,1,0,7,1,5,1
1126,LA,Claiborne,3,0,9,0,7,5
1127,LA,Concordia,3,1,26,1,14,7
1128,LA,De Soto,3,0,14,0,9,9
1129,LA,East Baton Rouge,114,11,222,42,369,294
1130,LA,East Carroll,3,0,5,1,3,2
1131,LA,East Feliciana,2,0,14,1,10,5
1132,LA,Evangeline,18,1,19,3,10,5
1133,LA,Franklin,5,1,13,1,10,5
1134,LA,Grant,2,0,11,0,2,0
1135,LA,Iberia,22,1,44,7,40,21
1136,LA,Iberville,12,1,18,3,14,14
1137,LA,Jackson,1,1,10,0,10,3
1138,LA,Jefferson,104,7,208,36,341,349
1139,LA,Jefferson Davis,9,1,23,3,20,7
1140,LA,Lafayette,57,5,117,18,184,178
1141,LA,Lafourche,16,3,46,12,49,43
1142,LA,La Salle,2,1,15,0,10,3
1143,LA,Lincoln,2,1,30,2,30,24
1144,LA,Livingston,17,2,78,5,61,45
1145,LA,Madison,2,0,8,0,6,5
1146,LA,Morehouse,4,1,19,1,17,8
1147,LA,Natchitoches,9,1,30,1,21,22
1148,LA,Orleans,137,2,125,29,247,350
1149,LA,Ouachita,20,3,81,8,118,94
1150,LA,Plaquemines,4,0,14,4,14,11
1151,LA,Pointe Coupee,14,0,17,2,12,12
1152,LA,Rapides,14,4,101,5,89,60
1153,LA,Red River,0,0,5,0,4,3
1154,LA,Richland,3,1,14,1,10,6
1155,LA,Sabine,6,0,14,0,7,6
1156,LA,St. Bernard,10,0,17,6,18,24
1157,LA,St. Charles,8,1,27,1,26,27
1158,LA,St. Helena,1,0,7,0,3,2
1159,LA,St. James,7,0,11,1,10,8
1160,LA,St. John the Baptist,14,1,20,3,25,23
1161,LA,St. Landry,32,2,53,6,40,23
1162,LA,St. Martin,16,1,23,6,22,23
1163,LA,St. Mary,16,1,36,2,32,27
1164,LA,St. Tammany,36,5,103,15,154,210
1165,LA,Tangipahoa,25,2,83,7,70,79
1166,LA,Tensas,1,0,5,1,1,3
1167,LA,Terrebonne,19,3,72,13,72,75
1168,LA,Union,7,1,19,0,9,7
1169,LA,Vermilion,17,1,24,7,20,20
1170,LA,Vernon,6,1,32,2,24,18
1171,LA,Washington,12,0,23,1,20,24
1172,LA,Webster,7,2,30,1,30,16
1173,LA,West Baton Rouge,5,1,22,2,16,11
1174,LA,West Carroll,4,1,7,0,7,2
1175,LA,West Feliciana,4,0,11,0,4,12
1176,LA,Winn,3,1,9,0,8,7
1177,ME,Androscoggin,20,2,67,10,61,87
1178,ME,Aroostook,30,1,64,0,39,61
1179,ME,Cumberland,66,4,161,43,233,335
1180,ME,Franklin,12,1,28,6,16,40
1181,ME,Hancock,28,0,35,4,42,105
1182,ME,Kennebec,29,3,90,12,86,95
1183,ME,Knox,16,0,36,6,30,74
1184,ME,Lincoln,13,0,34,9,24,46
1185,ME,Oxford,13,2,49,3,24,46
1186,ME,Penobscot,32,2,118,9,93,110
1187,ME,Piscataquis,8,0,18,3,6,16
1188,ME,Sagadahoc,8,0,19,3,23,34
1189,ME,Somerset,13,1,53,2,27,42
1190,ME,Waldo,8,0,31,2,17,32
1191,ME,Washington,18,0,32,1,19,34
1192,ME,York,46,1,123,27,144,239
1193,MD,Allegany,17,1,25,6,60,50
1194,MD,Anne Arundel,85,6,181,44,449,326
1195,MD,Baltimore,128,9,254,70,684,378
1196,MD,Calvert,13,0,28,5,55,52
1197,MD,Caroline,7,0,25,3,13,14
1198,MD,Carroll,22,1,46,6,103,94
1199,MD,Cecil,20,1,40,3,53,43
1200,MD,Charles,22,2,40,9,96,74
1201,MD,Dorchester,6,0,24,2,24,20
1202,MD,Frederick,35,3,69,13,178,139
1203,MD,Garrett,5,1,18,6,17,26
1204,MD,Harford,33,2,82,17,150,116
1205,MD,Howard,40,2,76,21,229,156
1206,MD,Kent,5,0,11,4,15,25
1207,MD,Montgomery,204,2,174,75,727,586
1208,MD,Prince George's,155,3,254,46,657,268
1209,MD,Queen Anne's,10,0,20,8,26,33
1210,MD,St. Mary's,17,2,36,6,71,61
1211,MD,Somerset,5,0,11,2,9,12
1212,MD,Talbot,12,0,19,7,28,54
1213,MD,Washington,28,3,46,10,101,96
1214,MD,Wicomico,10,3,49,10,78,58
1215,MD,Worcester,16,1,43,24,83,155
1216,MD,Baltimore,200,0,206,64,619,314
1217,MA,Barnstable,65,1,119,59,214,420
1218,MA,Berkshire,34,0,75,17,102,202
1219,MA,Bristol,110,5,253,53,349,452
1220,MA,Dukes,12,0,10,13,16,60
1221,MA,Essex,143,3,242,74,547,579
1222,MA,Franklin,27,1,34,4,39,60
1223,MA,Hampden,95,4,198,33,260,322
1224,MA,Hampshire,32,1,50,12,93,162
1225,MA,Middlesex,272,5,507,120,1059,1163
1226,MA,Nantucket,4,0,6,4,17,45
1227,MA,Norfolk,101,6,244,68,393,563
1228,MA,Plymouth,82,3,233,48,298,369
1229,MA,Suffolk,205,2,300,77,645,754
1230,MA,Worcester,140,7,317,53,502,575
1231,MI,Alcona,3,0,8,1,3,6
1232,MI,Alger,7,0,10,1,3,13
1233,MI,Allegan,20,2,51,3,46,86
1234,MI,Alpena,9,1,17,1,19,24
1235,MI,Antrim,8,0,13,3,8,29
1236,MI,Arenac,6,0,15,2,11,13
1237,MI,Baraga,3,0,6,0,5,5
1238,MI,Barry,11,0,33,3,18,36
1239,MI,Bay,20,3,63,14,89,69
1240,MI,Benzie,7,0,7,1,10,22
1241,MI,Berrien,41,3,63,16,103,166
1242,MI,Branch,3,2,23,2,22,29
1243,MI,Calhoun,25,4,76,7,96,83
1244,MI,Cass,14,0,20,4,15,22
1245,MI,Charlevoix,8,0,20,6,21,30
